time,flux
0.0,1.0002918770081473
0.03003003003003003,0.9998948164427003
0.06006006006006006,1.0003320900664976
0.09009009009009009,1.000652854835572
0.12012012012012012,1.0000090294644424
0.15015015015015015,0.9992112823155074
0.18018018018018017,0.9994811077687539
0.21021021021021022,0.9995393400412502
0.24024024024024024,1.0005160244471543
0.2702702702702703,1.0000504571378155
0.3003003003003003,1.0004769907007358
0.3303303303303303,0.999189931213184
0.36036036036036034,1.0005133532114412
0.39039039039039036,1.0003410292777661
0.42042042042042044,0.9997437084268862
0.45045045045045046,1.0004599484189254
0.4804804804804805,0.9991822977817412
0.5105105105105106,1.0016102590990879
0.5405405405405406,0.9993330810315169
0.5705705705705706,1.0003501121243252
0.6006006006006006,0.9993891661930966
0.6306306306306306,1.0001119280457884
0.6606606606606606,0.9987289061897517
0.6906906906906907,1.0001915244130755
0.7207207207207207,1.0004444052456685
0.7507507507507507,0.9996606976824022
0.7807807807807807,0.9996202398631009
0.8108108108108109,0.9997116660113871
0.8408408408408409,0.9989713449963034
0.8708708708708709,0.9999588067418003
0.9009009009009009,1.0002349560239976
0.9309309309309309,0.998125794584558
0.960960960960961,0.9998337375157623
0.990990990990991,1.0003159832065616
1.021021021021021,1.0003422855181012
1.0510510510510511,0.9997688013561223
1.0810810810810811,1.0009974790574945
1.1111111111111112,1.0001381904308808
1.1411411411411412,0.9999958133136579
1.1711711711711712,0.9997772467015223
1.2012012012012012,0.9996019271580318
1.2312312312312312,0.9998147507354431
1.2612612612612613,0.9994446785819879
1.2912912912912913,1.000562918435422
1.3213213213213213,0.9997100918552333
1.3513513513513513,1.0004686129530647
1.3813813813813813,1.0002888770807974
1.4114114114114114,1.0003359663101792
1.4414414414414414,1.0004708576004546
1.4714714714714714,1.0001968499279466
1.5015015015015014,0.9990124326516346
1.5315315315315314,0.9998936018370407
1.5615615615615615,0.9985432813928294
1.5915915915915915,0.9998360528216665
1.6216216216216217,0.9998056347240274
1.6516516516516517,1.0007929967360287
1.6816816816816818,1.0001472056055312
1.7117117117117118,0.9995264816837516
1.7417417417417418,1.0001955969371186
1.7717717717717718,1.0001490863658804
1.8018018018018018,1.0000959597600154
1.8318318318318318,1.0002460217127724
1.8618618618618619,0.9994572348124333
1.8918918918918919,0.9997160656781696
1.921921921921922,0.9999004822607054
1.951951951951952,1.0004031677525624
1.981981981981982,1.0004533229722725
2.012012012012012,1.0006234103199234
2.042042042042042,1.0012049577719295
2.0720720720720722,0.9997478640875621
2.1021021021021022,0.9996769698600675
2.1321321321321323,1.0003165067933506
2.1621621621621623,0.9997924748150295
2.1921921921921923,0.9999887496553911
2.2222222222222223,1.0006873444194682
2.2522522522522523,1.000520645510198
2.2822822822822824,0.9996968453064019
2.3123123123123124,1.0008080169490434
2.3423423423423424,1.0002848922020304
2.3723723723723724,1.000264827177253
2.4024024024024024,1.0004023864810923
